"","vote","age","occupation_oesch","occupation_oesch_5","own_rent","sub_class","election","prov","quebec","degree","income_tertile","male","weight","ideology","cps25_employment","education","vote2","sub_class2","obj_class2","concordance","occupation_oesch_5_2"
"4001","NDP",25,"Self-employed","Self-employed","Rent","Lower Class","1984",5,1,1,1,1,0.848,0,NA,5,"NDP","Working Class","Upper Class","Deflator","Self-employed"
"4002","NDP",61,"Skilled clerks","Skilled workers","Rent","Working Class","1984",5,1,1,1,0,0.694,0.33,NA,5,"NDP","Working Class","Middle Class","Deflator",NA
"4003","Liberal",22,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",5,1,0,NA,1,0.789,NA,NA,3,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4004",NA,18,"Skilled clerks","Skilled workers","Rent",NA,"1984",5,1,0,1,0,1.114,NA,NA,3,NA,NA,"Middle Class",NA,NA
"4005","NDP",25,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,1,0,0.576,NA,NA,2,"NDP","Middle Class","Working Class","Inflator",NA
"4006","Liberal",32,"Technical experts","Higher-grade service","Own","Upper-Middle Class","1984",5,1,1,3,0,1.152,0.5,NA,5,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service"
"4007","Conservative",33,NA,NA,"Rent","Middle Class","1984",5,1,0,1,0,0.576,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4008","Conservative",21,"Self-employed","Self-employed","Rent","Middle Class","1984",5,1,0,1,0,0.64,NA,NA,1,"Conservative","Middle Class","Working Class","Inflator","Self-employed"
"4009",NA,27,"Technicians","Lower-grade service","Rent","Lower Class","1984",5,1,0,1,1,1.188,NA,NA,1,NA,"Working Class","Middle Class","Deflator","Lower-grade service"
"4010","Conservative",59,"Low-skilled service","Unskilled workers","Own","Working Class","1984",5,1,0,1,1,0.711,NA,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4011","Conservative",44,NA,NA,"Rent","Lower Class","1984",5,1,0,1,0,0.313,NA,NA,1,"Conservative","Working Class",NA,NA,NA
"4012","Liberal",24,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",5,1,0,1,0,0.64,NA,NA,2,"Liberal","Middle Class","Middle Class","Concordant",NA
"4013",NA,31,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",5,1,0,2,1,1.188,0.5,NA,3,NA,"Middle Class","Middle Class","Concordant",NA
"4014","Liberal",38,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Working Class","1984",5,1,0,1,0,0.627,0.83,NA,2,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service"
"4015","Conservative",81,NA,NA,"Rent",NA,"1984",5,1,0,1,0,0.333,1,NA,1,"Conservative",NA,NA,NA,NA
"4016","Liberal",77,NA,NA,"Rent","Upper-Middle Class","1984",5,1,0,1,0,0.333,NA,NA,1,"Liberal","Upper Class",NA,NA,NA
"4017","Liberal",66,"Low-skilled service","Unskilled workers","Rent","Lower Class","1984",5,1,0,1,1,0.397,NA,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4018","Conservative",27,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,2,1,1.094,NA,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4019","Liberal",67,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,1,0,0.333,NA,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4020","Liberal",26,"Low-skilled manual","Unskilled workers","Rent","Middle Class","1984",5,1,0,2,0,0.786,NA,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4021","Conservative",86,NA,NA,"Rent",NA,"1984",5,1,0,1,0,0.333,0.5,NA,1,"Conservative",NA,NA,NA,NA
"4022","NDP",22,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,1,0,1.613,NA,NA,2,"NDP","Middle Class","Working Class","Inflator",NA
"4023","Conservative",36,"Technicians","Lower-grade service","Own","Middle Class","1984",5,1,0,3,0,1.008,NA,NA,2,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4024","Other",29,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",5,1,0,1,1,2.375,NA,NA,3,NA,"Working Class","Working Class","Concordant",NA
"4025","Liberal",33,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",5,1,0,1,0,0.576,0.67,NA,4,"Liberal","Middle Class","Middle Class","Concordant",NA
"4026","Conservative",37,NA,NA,"Own","Middle Class","1984",5,1,0,1,0,0.627,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4027","Conservative",61,NA,NA,"Rent","Working Class","1984",5,1,0,1,0,0.386,NA,NA,1,"Conservative","Working Class",NA,NA,NA
"4028","Liberal",35,NA,NA,"Own","Upper-Middle Class","1984",5,1,0,3,0,0.627,0.83,NA,1,"Liberal","Upper Class",NA,NA,NA
"4029","Conservative",23,"Skilled manual","Skilled workers","Rent","Working Class","1984",5,1,0,1,0,1.28,NA,NA,2,"Conservative","Working Class","Working Class","Concordant",NA
"4030","Liberal",22,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",5,1,0,2,0,1.28,NA,NA,2,"Liberal","Middle Class","Middle Class","Concordant",NA
"4031","Conservative",46,"Skilled service","Skilled workers","Rent","Working Class","1984",5,1,0,2,0,0.627,NA,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4032",NA,38,NA,NA,"Rent","Lower Class","1984",5,1,0,1,0,0.313,NA,NA,1,NA,"Working Class",NA,NA,NA
"4033","Liberal",32,"Skilled manual","Skilled workers","Rent","Working Class","1984",5,1,0,1,1,1.188,0.33,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4034",NA,69,"Skilled service","Skilled workers","Own",NA,"1984",5,1,0,1,1,1.192,NA,NA,1,NA,NA,"Middle Class",NA,NA
"4035","Conservative",23,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,1,1,2.189,NA,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4036","Conservative",41,NA,NA,"Own","Middle Class","1984",5,1,0,1,0,0.336,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4037","Conservative",53,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,2,1,1.012,NA,NA,1,"Conservative","Middle Class","Middle Class","Concordant",NA
"4038","Conservative",43,NA,NA,"Rent","Working Class","1984",5,1,0,1,0,0.845,0.5,NA,1,"Conservative","Working Class",NA,NA,NA
"4039","Conservative",51,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Working Class","1984",5,1,0,2,0,1.268,0.5,NA,3,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4040","Liberal",32,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,2,0,1.073,0.5,NA,3,"Liberal","Middle Class","Middle Class","Concordant",NA
"4041","Conservative",33,"Low-skilled service","Unskilled workers","Own","Middle Class","1984",5,1,0,1,0,0.536,NA,NA,4,"Conservative","Middle Class","Working Class","Inflator",NA
"4042","Conservative",48,"Socio-cultural professionals","Higher-grade service","Own","Upper-Middle Class","1984",5,1,1,3,1,1.592,0.17,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"4043","Conservative",40,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",5,1,1,3,1,1.061,0.5,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"4044","Liberal",NA,NA,NA,"Rent","Middle Class","1984",5,1,0,1,0,0.386,NA,NA,1,"Liberal","Middle Class",NA,NA,NA
"4045",NA,74,NA,NA,"Rent","Middle Class","1984",5,1,0,1,0,0.386,NA,NA,1,NA,"Middle Class",NA,NA,NA
"4046","Liberal",NA,"Self-employed","Self-employed","Rent",NA,"1984",5,1,0,1,0,0.386,NA,NA,1,"Liberal",NA,"Working Class",NA,"Self-employed"
"4047","Liberal",74,NA,NA,"Rent","Middle Class","1984",5,1,0,2,0,1.544,NA,NA,1,"Liberal","Middle Class",NA,NA,NA
"4048",NA,20,"Unskilled clerks","Unskilled workers","Rent","Middle Class","1984",5,1,0,1,0,2.56,NA,NA,2,NA,"Middle Class","Working Class","Inflator",NA
"4049","Liberal",67,NA,NA,"Rent","Middle Class","1984",5,1,0,1,0,0.772,0.67,NA,1,"Liberal","Middle Class",NA,NA,NA
"4050","Liberal",72,"Low-skilled manual","Unskilled workers","Rent","Middle Class","1984",5,1,0,1,1,0.711,NA,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4051","Liberal",53,NA,NA,"Rent","Working Class","1984",5,1,0,1,0,0.313,NA,NA,1,"Liberal","Working Class",NA,NA,NA
"4052","Conservative",66,NA,NA,"Rent","Middle Class","1984",5,1,0,1,0,0.386,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4053","Conservative",29,NA,NA,"Rent","Middle Class","1984",5,1,0,1,0,1.073,0.5,NA,3,"Conservative","Middle Class",NA,NA,NA
"4054","Liberal",52,"Technical experts","Higher-grade service","Own","Upper-Middle Class","1984",5,1,1,3,1,2.653,0.83,NA,5,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service"
"4055","Conservative",48,NA,NA,"Own","Middle Class","1984",5,1,0,3,0,0.845,0.17,NA,2,"Conservative","Middle Class",NA,NA,NA
"4056","Conservative",NA,NA,NA,"Rent","Middle Class","1984",5,1,0,2,0,0.845,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4057","Conservative",32,NA,NA,"Rent","Upper Class","1984",5,1,0,1,0,0.536,0.5,NA,1,"Conservative","Upper Class",NA,NA,NA
"4058","Conservative",28,NA,NA,"Rent","Upper Class","1984",5,1,0,1,0,1.073,1,NA,1,"Conservative","Upper Class",NA,NA,NA
"4059","Liberal",30,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,2,1,0.848,0.5,NA,3,"Liberal","Middle Class","Working Class","Inflator",NA
"4060","Conservative",54,"Self-employed","Self-employed","Own","Working Class","1984",5,1,0,1,1,1.061,0.17,NA,1,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4061","Conservative",40,NA,NA,"Rent","Working Class","1984",5,1,0,2,0,1.268,0.67,NA,2,"Conservative","Working Class",NA,NA,NA
"4062","Liberal",45,NA,NA,"Own","Lower Class","1984",5,1,0,NA,0,1.253,NA,NA,2,"Liberal","Working Class",NA,NA,NA
"4063",NA,27,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,2,0,1.152,NA,NA,3,NA,"Middle Class","Middle Class","Concordant",NA
"4064",NA,41,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,0.627,NA,NA,1,NA,"Middle Class",NA,NA,NA
"4065","Liberal",39,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",5,1,0,1,1,1.163,NA,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4066","Conservative",44,"Skilled manual","Skilled workers","Own","Working Class","1984",5,1,0,2,0,0.627,NA,NA,2,"Conservative","Working Class","Working Class","Concordant",NA
"4067",NA,29,NA,NA,"Rent","Middle Class","1984",5,1,0,1,0,0.786,NA,NA,1,NA,"Middle Class",NA,NA,NA
"4068","Conservative",38,NA,NA,"Own","Middle Class","1984",5,1,0,3,0,0.672,NA,NA,2,"Conservative","Middle Class",NA,NA,NA
"4069","Conservative",46,"Self-employed","Self-employed","Own","Middle Class","1984",5,1,0,2,1,1.012,0.33,NA,4,"Conservative","Middle Class","Middle Class","Concordant","Self-employed"
"4070","Liberal",35,"Skilled manual","Skilled workers","Own","Middle Class","1984",5,1,0,2,1,1.012,NA,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4071",NA,71,"Skilled clerks","Skilled workers","Rent","Upper Class","1984",5,1,0,2,0,1.333,NA,NA,1,NA,"Upper Class","Middle Class","Inflator",NA
"4072","Conservative",20,"Low-skilled manual","Unskilled workers","Own","Middle Class","1984",5,1,0,2,1,1.459,NA,NA,2,"Conservative","Middle Class","Working Class","Inflator",NA
"4073","Conservative",60,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,1,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4074",NA,61,NA,NA,"Own",NA,"1984",5,1,0,2,0,0.667,NA,NA,1,NA,NA,NA,NA,NA
"4075","Conservative",41,NA,NA,"Own","Middle Class","1984",5,1,NA,1,0,0.627,0.5,NA,NA,"Conservative","Middle Class",NA,NA,NA
"4076","Liberal",59,"Low-skilled service","Unskilled workers","Rent","Middle Class","1984",5,1,0,1,0,0.772,0.83,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4077","Liberal",53,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",5,1,0,3,1,1.744,0.67,NA,2,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4078","Conservative",70,"Lower-grade managers","Lower-grade service","Rent","Middle Class","1984",5,1,0,1,1,0.356,NA,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4079",NA,57,"Self-employed","Self-employed","Rent","Middle Class","1984",5,1,0,1,0,1.158,0.83,NA,1,NA,"Middle Class","Working Class","Inflator","Self-employed"
"4080","Liberal",60,NA,NA,"Own","Working Class","1984",5,1,0,2,0,1.158,NA,NA,2,"Liberal","Working Class",NA,NA,NA
"4081","Liberal",64,"Skilled manual","Skilled workers","Own","Working Class","1984",5,1,0,2,1,0.356,NA,NA,3,"Liberal","Working Class","Working Class","Concordant",NA
"4082",NA,42,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","1984",5,1,1,2,0,0.313,0.33,NA,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"4083","Conservative",37,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",5,1,0,3,1,1.163,0.17,NA,1,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4084",NA,19,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",5,1,0,2,1,2.4,0.33,NA,4,NA,"Upper Class","Upper Class","Concordant","Higher-grade service"
"4085","Conservative",38,"Skilled service","Skilled workers","Own","Middle Class","1984",5,1,0,2,1,1.163,NA,NA,1,"Conservative","Middle Class","Middle Class","Concordant",NA
"4086","Conservative",47,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",5,1,0,3,1,1.744,NA,NA,1,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4087","Conservative",27,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",5,1,0,2,0,1.152,NA,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4088","Conservative",64,"Technicians","Lower-grade service","Own","Working Class","1984",5,1,0,2,1,0.356,NA,NA,1,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4089","Conservative",58,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",5,1,1,3,1,0.711,0.5,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4090","Conservative",47,NA,NA,"Own","Middle Class","1984",5,1,0,1,0,0.845,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4091","Conservative",42,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,1.268,NA,NA,3,"Conservative","Middle Class",NA,NA,NA
"4092","Conservative",39,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,3,0,0.845,NA,NA,4,"Conservative","Middle Class","Middle Class","Concordant",NA
"4093","Conservative",40,NA,NA,"Own","Middle Class","1984",5,1,0,1,0,0.845,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4094","Conservative",42,"Skilled manual","Skilled workers","Own","Middle Class","1984",5,1,0,3,1,1.061,NA,NA,3,"Conservative","Middle Class","Working Class","Inflator",NA
"4095","Conservative",42,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,0.845,NA,NA,2,"Conservative","Middle Class",NA,NA,NA
"4096","Conservative",NA,"Self-employed","Self-employed","Own","Middle Class","1984",5,1,0,3,0,1.268,NA,NA,2,"Conservative","Middle Class","Working Class","Inflator","Self-employed"
"4097",NA,38,"Self-employed","Self-employed","Own","Middle Class","1984",5,1,0,2,0,0.845,NA,NA,1,NA,"Middle Class","Working Class","Inflator","Self-employed"
"4098",NA,26,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,1.073,0.5,NA,1,NA,"Middle Class",NA,NA,NA
"4099","Liberal",42,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",5,1,0,2,0,0.845,NA,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4100","NDP",28,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,3,0,1.073,0.33,NA,2,"NDP","Middle Class","Middle Class","Concordant",NA
"4101","Conservative",19,"Skilled manual","Skilled workers","Own","Working Class","1984",5,1,0,2,0,1.671,NA,NA,3,"Conservative","Working Class","Working Class","Concordant",NA
"4102","Liberal",35,"Skilled manual","Skilled workers","Own","Middle Class","1984",5,1,0,1,1,1.061,0.67,NA,2,"Liberal","Middle Class","Working Class","Inflator",NA
"4103","Liberal",36,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,2,1,0.531,NA,NA,2,"Liberal","Middle Class","Middle Class","Concordant",NA
"4104","Conservative",62,"Skilled service","Skilled workers","Own","Middle Class","1984",5,1,0,1,1,1.333,0.5,NA,2,"Conservative","Middle Class","Middle Class","Concordant",NA
"4105","Conservative",39,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,1,3,1,1.061,0.5,NA,5,"Conservative","Middle Class","Middle Class","Concordant",NA
"4106","Liberal",80,"Self-employed","Self-employed","Own","Upper Class","1984",5,1,1,2,1,0.356,0.83,NA,5,"Liberal","Upper Class","Upper Class","Concordant","Self-employed"
"4107","Liberal",62,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,2,1,1.067,0.83,NA,3,"Liberal","Middle Class","Working Class","Inflator",NA
"4108","Conservative",42,"Self-employed","Self-employed","Own","Upper-Middle Class","1984",5,1,1,3,0,1.253,0.83,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Self-employed"
"4109","Conservative",63,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,1,1,0.356,0.67,NA,3,"Conservative","Middle Class","Middle Class","Concordant",NA
"4110","Liberal",80,NA,NA,"Own",NA,"1984",5,1,0,2,0,0.772,NA,NA,3,"Liberal",NA,NA,NA,NA
"4111","Liberal",33,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",5,1,1,3,0,1.152,0.33,NA,5,"Liberal","Middle Class","Middle Class","Concordant",NA
"4112","NDP",25,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",5,1,0,3,1,3.563,0.5,NA,4,"NDP","Upper Class","Upper Class","Concordant","Higher-grade service"
"4113","Conservative",21,"Skilled manual","Skilled workers","Own","Middle Class","1984",5,1,0,1,1,1.6,0.83,NA,3,"Conservative","Middle Class","Working Class","Inflator",NA
"4114","Conservative",35,NA,NA,"Own","Middle Class","1984",5,1,0,3,1,1.163,0.67,NA,3,"Conservative","Middle Class",NA,NA,NA
"4115","Conservative",45,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",5,1,1,3,0,0.94,0.33,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"4116","Liberal",56,NA,NA,"Own","Working Class","1984",5,1,0,1,0,0.667,NA,NA,1,"Liberal","Working Class",NA,NA,NA
"4117","Conservative",46,"Self-employed","Self-employed","Own","Working Class","1984",5,1,0,1,1,1.012,NA,NA,2,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4118","Other",34,"Self-employed","Self-employed","Own","Middle Class","1984",5,1,0,1,1,1.094,NA,NA,1,NA,"Middle Class","Working Class","Inflator","Self-employed"
"4119","Other",34,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",5,1,1,3,0,1.073,0.67,NA,5,NA,"Middle Class","Middle Class","Concordant","Lower-grade service"
"4120","Conservative",36,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",5,1,0,1,0,0.423,NA,NA,2,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4121","NDP",56,"Skilled manual","Skilled workers","Own","Upper-Middle Class","1984",5,1,0,3,1,1.333,0.5,NA,2,"NDP","Upper Class","Working Class","Inflator",NA
"4122","Conservative",57,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","1984",5,1,1,3,1,2,0.83,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4123","Liberal",31,NA,NA,"Own","Middle Class","1984",5,1,0,3,0,1.073,0.67,NA,2,"Liberal","Middle Class",NA,NA,NA
"4124",NA,59,"Skilled manual","Skilled workers","Own","Middle Class","1984",5,1,0,3,1,1.333,0.5,NA,3,NA,"Middle Class","Working Class","Inflator",NA
"4125","Liberal",56,"Lower-grade managers","Lower-grade service","Rent","Middle Class","1984",5,1,0,2,1,1.333,0.83,NA,3,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4126","Liberal",39,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,2,0,0.423,0.67,NA,2,"Liberal","Middle Class","Middle Class","Concordant",NA
"4127","Conservative",50,NA,NA,"Own","Upper-Middle Class","1984",5,1,0,2,0,1.345,0.83,NA,2,"Conservative","Upper Class",NA,NA,NA
"4128","Liberal",45,"Self-employed","Self-employed","Own","Lower Class","1984",5,1,0,1,1,1.518,NA,NA,1,"Liberal","Working Class","Working Class","Concordant","Self-employed"
"4129","Liberal",55,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",5,1,0,3,0,0.667,NA,NA,1,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4130","Liberal",39,NA,NA,"Own","Middle Class","1984",5,1,0,1,0,0.672,NA,NA,1,"Liberal","Middle Class",NA,NA,NA
"4131","Conservative",36,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Working Class","1984",5,1,0,1,0,0.672,NA,NA,2,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4132","Conservative",29,"Skilled manual","Skilled workers","Rent","Middle Class","1984",5,1,0,2,1,1.094,0.5,NA,3,"Conservative","Middle Class","Working Class","Inflator",NA
"4133","Conservative",70,NA,NA,"Own","Middle Class","1984",5,1,0,1,0,1.388,0.5,NA,2,"Conservative","Middle Class",NA,NA,NA
"4134","Conservative",68,"Technical experts","Higher-grade service","Own","Upper-Middle Class","1984",5,1,1,3,1,0.667,0.67,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"4135","Conservative",19,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",5,1,0,3,0,2.228,0.5,NA,4,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4136","Liberal",30,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,1.073,0.17,NA,2,"Liberal","Middle Class",NA,NA,NA
"4137","Conservative",45,NA,NA,"Own","Middle Class","1984",5,1,0,3,0,0.845,0.67,NA,2,"Conservative","Middle Class",NA,NA,NA
"4138","Liberal",40,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,1,2,1,1.061,0.33,NA,5,"Liberal","Middle Class","Middle Class","Concordant",NA
"4139","Conservative",39,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",5,1,0,2,0,0.845,0.17,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4140","Conservative",29,"Skilled service","Skilled workers","Own","Middle Class","1984",5,1,0,3,1,1.697,0.5,NA,4,"Conservative","Middle Class","Middle Class","Concordant",NA
"4141","Liberal",56,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",5,1,1,2,0,1.388,0.5,NA,5,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4142","Conservative",41,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,0.672,0.5,NA,1,"Conservative","Middle Class",NA,NA,NA
"4143",NA,33,"Skilled service","Skilled workers","Rent","Working Class","1984",5,1,0,2,1,1.094,0.17,NA,4,NA,"Working Class","Middle Class","Deflator",NA
"4144","Conservative",31,NA,NA,"Own","Middle Class","1984",5,1,0,2,0,0.786,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4145","Conservative",36,"Self-employed","Self-employed","Own","Middle Class","1984",5,1,1,2,1,1.012,1,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed"
"4146","Conservative",33,NA,NA,"Own","Middle Class","1984",5,1,0,NA,0,0.786,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4147","Conservative",23,"Low-skilled service","Unskilled workers","Rent","Middle Class","1984",5,1,0,1,0,1.613,NA,NA,2,"Conservative","Middle Class","Working Class","Inflator",NA
"4148","Liberal",58,"Low-skilled manual","Unskilled workers","Own","Middle Class","1984",5,1,0,NA,1,1.59,NA,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4149",NA,31,"Self-employed","Self-employed","Own","Upper-Middle Class","1984",5,1,1,3,0,0.786,0.33,NA,5,NA,"Upper Class","Upper Class","Concordant","Self-employed"
"4150","Conservative",56,NA,NA,"Own",NA,"1984",5,1,0,2,0,0.667,NA,NA,1,"Conservative",NA,NA,NA,NA
"4151","Green",28,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,1,1,0,0.786,0.5,NA,5,NA,"Middle Class","Middle Class","Concordant",NA
"4152","Conservative",45,"Skilled clerks","Skilled workers","Own","Middle Class","1984",5,1,0,2,1,1.012,0.83,NA,1,"Conservative","Middle Class","Middle Class","Concordant",NA
"4153","Conservative",50,"Skilled clerks","Skilled workers","Own","Upper-Middle Class","1984",5,1,0,3,0,1.008,0.5,NA,2,"Conservative","Upper Class","Middle Class","Inflator",NA
"4154",NA,43,"Self-employed","Self-employed","Own","Middle Class","1984",5,1,0,3,1,1.012,0.83,NA,1,NA,"Middle Class","Working Class","Inflator","Self-employed"
"4155","Conservative",28,"Technicians","Lower-grade service","Own","Working Class","1984",5,1,0,2,1,1.094,NA,NA,2,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4156","Liberal",27,NA,NA,"Rent","Middle Class","1984",5,1,0,2,0,1.073,NA,NA,2,"Liberal","Middle Class",NA,NA,NA
"4157",NA,33,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",5,1,0,2,0,1.609,NA,NA,2,NA,"Middle Class","Middle Class","Concordant","Lower-grade service"
"4158",NA,51,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","1984",5,1,1,3,0,1.691,0.67,NA,5,NA,"Upper Class","Upper Class","Concordant","Higher-grade service"
"4159","Other",42,"Self-employed","Self-employed","Rent","Middle Class","1984",5,1,1,3,1,1.061,0,NA,5,NA,"Middle Class","Upper Class","Deflator","Self-employed"
"4160","Liberal",34,NA,NA,"Own","Middle Class","1984",5,1,0,3,0,1.073,0.67,NA,4,"Liberal","Middle Class",NA,NA,NA
"4161","Conservative",61,"Self-employed","Self-employed","Own","Upper-Middle Class","1984",5,1,1,3,1,0.667,0.67,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Self-employed"
"4162","Conservative",48,NA,NA,"Own","Middle Class","1984",5,1,1,3,0,1.691,0.5,NA,5,"Conservative","Middle Class",NA,NA,NA
"4163","Liberal",60,NA,NA,"Own","Middle Class","1984",5,1,0,NA,1,1.333,0.5,NA,3,"Liberal","Middle Class",NA,NA,NA
"4164","Conservative",53,"Self-employed","Self-employed","Rent","Middle Class","1984",5,1,1,3,1,1.061,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed"
"4165","Conservative",96,"Self-employed","Self-employed","Own","Middle Class","1984",5,1,1,3,1,2,0.83,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed"
